1541	tura».
1542	Conectar-se ao Portal de Candidatura UNIGE.
1543	Acessar a decisão da candidatura.
1544	Tomar conhecimento da decisão e das eventuais ressalvas
1545	e outras condições.
1546	Baixar e salvar o(s) documento(s) transmitido(s) pela
1547	UNIGE antes do início do ano letivo.
1548	Confirmar a escolha da formação dentro do prazo estabelecido, se
1549	desejar confirmar sua inscrição na UNIGE. Em caso de
1550	candidaturas múltiplas, apenas uma oferta pode ser aceita, salvo
1551	exceções.
1552	Preencher as informações relativas à exigência de francês, se
1553	exigido.
1554	Carregar todos os documentos a preencher para acessar
1555	a etapa de confirmação da matrícula na UNIGE antes do
1556	início do ano letivo pretendido.
1557	Verificar os dados de contato.
1558	Preencher os dados para o AVS e estatísticas.
1559	Finalizar sua inscrição.
1560	Confirmar sua inscrição segundo as modalidades comunicadas na
1561	etapa «Finalisation de l'inscription» e, na medida do
1562	possível
1563	, o mais tardar 3 dias antes do início do ano letivo.
1564	Uma
1565	confirmação de matrícula até 10 dias após o início do ano letivo
1566	é possível,
1567	mas não recomendada.
1568	A confirmação de
1569	matrícula para um doutorado é, salvo exceção, possível durante todo o ano.
1570	O descumprimento da finalização da candidatura dentro do
1571	prazo estabelecido implica o encerramento do processo «sem prosseguimento».
1572	A matrícula não poderá ser realizada para o semestre
1573	pretendido.
1575	No momento da confirmação da matrícula, os documentos carregados para suprimir as eventuais ressalvas serão verificados. Para as confirmações presenciais, o(s) documento(s) original(is) exigido(s) também será(ão) verificado(s). Ao final dessas formalidades, o(a) candidato(a), agora estudante matriculado(a) na UNIGE, receberá:
1576	seus códigos de acesso informático da UNIGE;
1577	seu e-mail institucional (Nome.Sobrenome@etu.unige.ch);
1578	as informações para o pagamento das taxas semestrais;
1579	sua carteira de estudante multisserviços.
1580	Se o(a) candidato(a) estiver impossibilitado(a) de cumprir os prazos estabelecidos para suprimir as ressalvas e/ou confirmar sua matrícula, deve contatar o Serviço de Matrículas por meio da plataforma on-line
1582	 antes do vencimento do prazo.
1583	Candidatura indeferida
1584	Ler o e-mail «Décisions sur votre candida-
1585	Conectar-se ao Portal de Candidatura UNIGE
1586	Tomar conhecimento da decisão de indeferimento, da instância de
1587	decisão e dos meios de recurso.
1588	Desistir da candidatura
1589	O(a) candidato(a) que desistir de prosseguir com seu pedido de matrícula
1590	a qualquer momento, mesmo após ter sido admitido(a), deve
1591	informar o Serviço de Matrículas na plataforma on-line
1596	Informações importantes
1597	Toda solicitação de informação complementar, decisão e comunicação da UNIGE relativa à candidatura é notificada no Portal de Candidatura UNIGE e no endereço eletrônico indicado nas informações pessoais. Recomenda-se vivamente verificar regularmente os e-mails indesejados (spams) e adicionar o remetente «noreply-inscription@unige.ch» aos seus contatos. O status da(s) candidatura(s) pode ser consultado a qualquer momento conectando-se ao Portal de Candidatura UNIGE.
1598	A digitalização dos documentos transmitidos deve ser de boa qualidade.
1599	A UNIGE reserva-se o direito de não tratar uma candidatura incompleta ou de solicitar qualquer complemento necessário à análise da candidatura. Nesse caso, é concedido um prazo até o vencimento do prazo de candidatura. Se esse prazo já tiver vencido no momento do tratamento da(s) candidatura(s), é concedido um prazo de 7 dias. Os complementos solicitados deverão ser carregados no Portal de Candidatura UNIGE, na aba «Compléments à fournir». Em caso de não carregamento dos documentos dentro do prazo estabelecido, a candidatura é considerada incompleta e declarada inadmissível.
1600	Qualquer omissão ou entrega de documentos falsos ou falsificados pode levar ao indeferimento da matrícula ou à exclusão da UNIGE.
1601	A UNIGE reserva-se o direito de contatar sua(s) escola(s)/universidade(s) para solicitar informações a seu respeito, na medida em que estas se revelem necessárias ao tratamento de sua candidatura.
1602	Os dados pessoais são tratados de maneira estritamente confidencial, em conformidade com a legislação aplicável em matéria de proteção de dados. Para mais informações, consultar a
1603	Política de proteção de dados pessoais
1604	 da UNIGE.
1607	Procedimentos específicos
1608	Os procedimentos específicos devem ter sido seguidos dentro dos
1609	prazos
1610	estabelecidos
1611	 (ver parte 7).
1613	Faculdade de Ciências
1615	doutorado
1616	Encontrar um(a) professor(a) da Faculdade de Ciências disposto(a)
1617	a ser seu/sua orientador(a) de tese e que supervisionará assim seu
1618	trabalho. Para isso, consultar o site da Faculdade de Ciências.
1619	Algumas seções gerenciam listas internas de vagas de
1620	assistentes em aberto. Ver também a lista dos grupos de pesquisa
1621	disponível no site da Faculdade
1623	Em seguida, contatar diretamente o(a) professor(a) com
1624	quem o(a) candidato(a) deseja trabalhar. Em caso de correlação
1625	entre seu projeto acadêmico e as necessidades do departamento em
1626	matéria de pesquisa, ele(a) indicará se há uma vaga de
1627	doutorando(a)/assistente ou se pode encaminhá-lo(a) a um(a)
1628	colega;
1629	Por fim, seguir o
1630	e anexar a carta de aprovação de orientação de tese ou o
1631	atestado de tese para o doutorado em
1634	Faculdade de Medicina
1636	Bacharelado universitário em
1637	medicina humana ou dentária
1638	Uma inscrição obrigatória nos estudos de medicina deve ser realizada
1639	on-line junto à
1642	 (ver parte 7.1.1.3.1)
1643	estabelecidos por essa instância, a saber, 15 de fevereiro de 2026. Caso contrário, nenhum prosseguimento
1646	será dado ao pedido de matrícula. Os comprovantes relativos às
1647	 (ver partes 4.1.1 e 4.1.2) devem
1648	ser carregados na plataforma de inscrição nos estudos de medicina. A
1649	lista
1650	dos
1651	documentos
1652	solicitados
