1273	procedimento a seguir e o
1274	prazo
1275	 de envio de uma candidatura estão indicados no
1276	site
1277	da UNIGE
1278	Caso específico:
1279	Nos termos do artigo 55 § 4 do Estatuto da Universidade
1280	a maturidade
1281	especializada com orientação pedagógica, emitida por uma instituição
1282	de ensino suíça
1283	, permite o acesso direto ao Bacharelado
1284	universitário em ciências da educação. Para mais informações, consultar
1285	o site:
1294	Inscrição em mestrado universitário (master), em complemento
1295	de estudos ou em certificado complementar
1297	Para se candidatar a um complemento de estudos, um certificado complementar ou
1298	um mestrado universitário (master), as candidatas e os candidatos devem
1299	ser titulares de um primeiro diploma universitário (bachelor) ou título considerado
1300	equivalente) obtido em uma
1301	a UNIGE (ver parte 9.3), ao término de uma formação com duração mínima de 3 anos
1302	(pelo menos 180 créditos ECTS).
1303	O
1304	dentro dos
1305	prazos
1306	 (ver parte 7.2). Se a formação exigir um
1307	procedimento específico
1308	(ver parte 6), ele também deve ter sido seguido dentro dos prazos. As
1309	condições específicas
1310	, se exigidas, devem ser cumpridas (ver parte 4).
1311	se forem solicitadas (ver parte 8), bem como às condições de
1312	admissão do programa de estudos descritas no regulamento de estudos ad hoc.
1313	Todas as candidaturas que atendam às condições gerais de
1314	matrícula são submetidas à faculdade/instituto/centro para decisão sobre a
1315	admissibilidade em função do regulamento do programa e/ou da faculdade/
1316	instituto/centro.
1318	Inscrição em certificado de especialização, mestrado universitário
1319	de estudos avançados ou doutorado
1321	Condições gerais de matrícula
1322	As candidatas e os candidatos devem ter obtido um bacharelado
1323	universitário (bachelor) de uma
1324	 pela UNIGE
1325	(ver parte 9.3), ao término de uma formação com duração mínima de 3 anos
1326	(pelo menos 180 créditos ECTS). Além disso, devem ser titulares
1327	de um mestrado universitário (master) de uma
1328	universidade e um programa
1329	reconhecidos
1330	 pela UNIGE (ver parte 9.3).
1331	As candidatas e os candidatos ao
1332	Certificado de especialização em matéria
1333	de advocacia
1334	 não são obrigados a ser titulares de um mestrado universitário
1335	(master) de uma
1336	 pela UNIGE (ver
1337	parte 9.3). As condições de admissão para esse certificado de especialização
1338	devem ser cumpridas. Para mais informações sobre o assunto, consultar o
1339	site
1340	da Escola de Advocacia
