2124	que não esteja em condições de comprovar sua existência é convocado(a) a um
2125	exame de francês organizado pela UNIGE; é informado(a) após análise
2126	de seu pedido de matrícula. Esse exame consiste em uma prova
2127	geral. Para uma candidatura à Faculdade de Letras (incluindo a Escola
2128	de Língua e Civilização Francesas – ELCF), está sujeito(a), além disso, a
2129	uma prova complementar escrita obrigatória.
2130	Recomenda-se vivamente ao(à) candidato(a) prestar, em seu país de
2131	residência, um dos diplomas de língua francesa reconhecidos (ver a
2132	seguir) que o(a) dispensa da prova geral do exame de francês da
2133	UNIGE.
2135	Convocação para o exame
2136	O(a) candidato(a) sujeito(a) ao exame de francês é informado(a), após
2137	análise de seu dossiê, por meio do portal de candidaturas. Serão-lhe
2138	então indicados a data, o horário, o local e as informações para o pagamento
2139	do exame.
2140	Quem desejar ser dispensado(a) da prova geral deve
2141	carregar no portal de candidaturas,
2143	, uma cópia de seu
2144	diploma (ou comprovante de aprovação) de língua francesa dentro do prazo
2145	indicado.
2147	Datas do exame
2148	Para o semestre de outono: o exame de francês ocorre na segunda-feira da
2149	ª
2150	 semana do ano.
2152	Para o semestre de primavera: o exame de francês ocorre na quinta-feira da
2153	 semana do ano
2155	Taxa de inscrição
2156	A taxa de inscrição é de CHF 100 e deve ser paga segundo as
2157	modalidades indicadas na plataforma de candidatura.
2159	Duração, estrutura e modelos de exames
2160	Modelos de exames de francês podem ser consultados
2161	on-line
2164	Resultados
2165	Os resultados são anunciados no portal de candidaturas alguns dias
2166	após o exame. Um e-mail informa o(a) candidato(a) assim que estiverem
2167	disponíveis.
2168	A aprovação no exame de francês é válida por 4 anos. Em caso de reprovação no
2169	exame (incluindo admissão no Ano propedêutico ou no DEFLE –
2170	percurso A), o exame deverá ser refeito.
2172	Em caso de reprovação no exame de caráter eliminatório
2173	Todo(a) candidato(a) que for reprovado(a) por pouco na prova geral recebe,
2174	na medida das vagas disponíveis, a possibilidade de cursar o Ano
2175	propedêutico (AP) da ELCF. Atenção: a eventual admissão no AP
2176	só é possível no semestre de outono; em caso de reprovação no exame no
2177	semestre de primavera, o(a) candidato(a) deverá reativar sua candidatura
2178	dentro dos prazos para o semestre de outono, se desejar. Em caso de reprovação na
2179	prova complementar para uma candidatura à Faculdade de Letras e
2180	ELCF (mas com aprovação na prova geral ou obtenção de uma certificação
2181	B2 anterior reconhecida), o(a) candidato(a) tem a possibilidade de aprimorar seu
2182	nível de língua no DEFLE percurso restrito, cuja aprovação lhe
2183	permitirá ingressar posteriormente na formação de sua escolha. As
2186	candidatas e candidatos que não tiverem atingido o nível exigido para o Ano
2187	propedêutico não podem se matricular na UNIGE.
2189	Em caso de reprovação no exame de caráter indicativo
2190	Para os
2191	Complementos de estudos no nível do Bacharelado
2192	universitário em letras
2193	 e os
2194	Mestrados universitários em letras em alemão,
2195	inglês, espanhol, italiano e russo
2197	Todo(a) candidato(a) que obtiver um resultado insuficiente no exame pode
2198	começar normalmente seus estudos na UNIGE, mas fica limitado(a) ao
2199	programa pretendido, sem possibilidade de mudança de orientação. Além disso,
2200	deverá frequentar, durante seu primeiro ano de estudos, um
2201	ensino de francês correspondente ao seu nível, de no mínimo duas horas
2202	por semana. Essa frequência, vinculada a um trabalho regular,
2203	é confirmada por um atestado da Maison des langues. Se o(a)
2204	candidato(a) desejar se candidatar a outra formação,
2205	Bacharelado universitário em economia e gestão
2207	começar normalmente seus estudos na Faculdade de Economia e
2208	Gestão, mas fica limitado(a) ao programa pretendido, sem mudança de
2209	orientação, se for titular:
2210	de um diploma de conclusão do ensino secundário superior ou de um
2211	primeiro título universitário (mínimo 180 créditos ECTS ou equivalente)
2212	cuja língua oficial seja o inglês; ou
2213	de um
2214	certificado de teste de língua inglesa reconhecido
2216	Para que o certificado de inglês possa ser considerado pela Faculdade,
2217	uma cópia do referido certificado deve ser fornecida no momento da candidatura.
2219	Dispensa do exame de francês
2220	Estão dispensados do exame de francês as candidatas e os candidatos:
2222	que sejam de nacionalidade suíça ou liechtensteiniana;
2223	que sejam titulares de um diploma de conclusão do ensino secundário
2224	superior suíço ou liechtensteiniano que cumpra as condições de
2225	matrícula da UNIGE;
2226	superior cuja língua oficial de ensino seja o francês;
2227	que sejam titulares de um 1
2228	universidade e um programa reconhecidos
2229	(ver parte 9.3) e cuja
2230	língua oficial de ensino seja o francês
2231	que sejam titulares de um comprovante de aprovação de um curso
2232	preparatório:
2233	Ano propedêutico ou Diploma de estudos de francês
2234	língua estrangeira da Escola de Língua e Civilização
2235	Francesas (ELCF) da UNIGE;
2236	Certificado ou Diploma do Instituto de Língua e
2237	Civilização Francesas da Universidade de Neuchâtel;
2238	que sejam titulares de um diploma:
2239	Certificado de francês língua estrangeira B2-C1 da
2240	Universidade de Genebra
2241	Certificado de qualificação em francês (CQF) da
2242	Universidade de Lausanne (UNIL), com no mínimo o nível B2
2243	que estejam sujeitos ao exame de francês no âmbito do
2244	Exame complementar das universidades suíças – ECUS;
2245	na admissão à Faculdade de Tradução e Interpretação (FTI) se
2246	eles ou elas:
2247	foram aprovados na prova de francês (língua passiva) dos
2248	exames de admissão específicos da FTI; ou
2249	foram dispensados do exame de admissão para o
2250	acesso ao Mestrado universitário em tradução, desde
2251	que o francês faça parte de sua combinação
2252	linguística.
2253	em um certificado complementar, se o programa não exigir o
2254	exame;
2255	em um mestrado universitário, se o programa não exigir o
2257	em um certificado de especialização, se o programa não exigir
2258	o exame;
2259	em um mestrado universitário de estudos avançados (MAS) de
2260	formação aprofundada;
2261	em um doutorado;
2262	sejam titulares de um dos seguintes certificados de língua
2264	DELF (Diplôme d'études de langue française) nível
2265	B2, com no mínimo 60 pontos, dos quais 15 pontos na
2266	produção escrita;
2267	DALF (Diplôme approfondi de langue française) nível
2268	C1 ou C2, com no mínimo 60 pontos, dos quais 15 pontos
2269	na produção escrita;
2270	TCF com no mínimo o nível B2 nas provas
2271	obrigatórias e nas provas facultativas (complementares);
2272	TCF DAP com no mínimo o nível B2 nas provas
2273	obrigatórias e na prova de expressão escrita (essa
2274	prova é obrigatória)
2275	TEF (Test d'évaluation du français, versão para o público geral ou
2276	estudos) com no mínimo o nível B2 emitido pela
2277	CCIP/Alliance française;
2278	As candidatas e os candidatos titulares de um certificado de língua reconhecido
2279	só podem ser dispensados da prova geral. Nenhuma dispensa
2280	é concedida para a prova complementar, que continua exigida para a
2281	Faculdade de Letras, incluindo a ELCF.
2282	Nenhum diploma de língua reconhecido (ver ponto 8.8) fornecido após a
2283	realização do exame de francês será considerado, mesmo que seja
2284	reconhecido.
2285	As candidatas e os candidatos ao
2286	Diploma de estudos de francês língua
2287	estrangeira (DEFLE)
2288	 que tenham sido dispensados do exame de francês com
