1	Condições de matrícula
2	na Universidade de Genebra
4	Início do documento
7	As presentes condições de matrícula são válidas apenas para o ano letivo de 2026-2027. Elas são publicadas em janeiro para o ano letivo que começa em setembro de 2026. A Reitoria da Universidade de Genebra reserva-se o direito de alterá-las a qualquer momento.
8	Este documento destina-se às candidatas e aos candidatos à matrícula na Universidade de Genebra (doravante «UNIGE»). Toda pessoa que já tenha sido matriculada como estudante regular no passado deve apresentar um pedido de rematrícula seguindo o procedimento e os prazos indicados on-line:
11	Índice
14	INSCRIÇÃO EM BACHARELADO UNIVERSITÁRIO (
15	BACHELOR
17	 OU NO
18	DIPLOMA DE
19	ESTUDOS DE FRANCÊS LÍNGUA ESTRANGEIRA
20	(DEFLE)
22	CONDIÇÕES GERAIS DE
23	MATRÍCULA
26	Titulares de um diploma suíço
28	Titulares de um Bacharelado Internacional ou de um
29	Bacharelado Europeu
31	Titulares de um diploma de ensino secundário superior estrangeiro
33	Candidatas e candidatos sem um título de ensino secundário
34	superior reconhecido
35	INSCRIÇÃO EM MESTRADO UNIVERSITÁRIO (
38	 EM COMPLEMENTO DE ESTUDOS OU EM CERTIFICADO COMPLEMENTAR
43	INSCRIÇÃO EM CERTIFICADO DE ESPECIALIZAÇÃO ,
44	 MESTRADO UNIVERSITÁRIO DE ESTUDOS AVANÇADOS OU DOUTORADO
49	CONDIÇÕES ESPECÍFICAS
51	FACULDADE DE MEDICINA
54	Medicina humana
56	Medicina dentária
58	FACULDADE DE TRADUÇÃO E
59	INTERPRETAÇÃO
62	PROCEDIMENTO DE SOLICITAÇÃO DE
65	PROCEDIMENTOS ESPECÍFICOS
67	FACULDADE DE CIÊNCIAS
70	Para a matrícula em
71	doutorado
76	Bacharelado universitário em
77	medicina humana ou dentária
80	Para a matrícula em M
81	estrado universitário em
82	medicina dentária ou humana
84	Para a matrícula em
85	 doutorado
87	mestrado universitário de estudos
88	avançados
91	FACULDADE DE LETRAS
96	FACULDADE DE CIÊNCIAS DA SOCIEDADE
100	FACULDADE DE
101	ECONOMIA E GESTÃO
104	Para a matrícula em um
107	FACULDADE DE DIREITO
112	FACULDADE DE TEOLOGIA
115	Para a matrícula no
116	Certificado complementar
117	de estudos ecumênicos
118	 e ao
119	Mestrado de estudos avançados em estudos
120	ecumênicos
124	FACULDADE DE PSICOLOGIA E CIÊNCIAS DA
125	EDUCAÇÃO
128	Para a matrícula no
129	Mestrado universitário em
130	fonoaudiologia
133	Para a matrícula em um
140	STUDIES
141	INSTITUTE
146	INSTITUTO UNIVERSITÁRIO DE FORMAÇÃO DE DOCENTES
149	PRAZOS DE
150	INSCRIÇÃO
153	PARA OS BACHARELADOS UNIVERSITÁRIOS
156	Semestre de outono de 2026-2027
158	Prazo geral
160	Prazo específico
162	Faculdade de teologia
164	Prazo para procedimentos específicos
166	Faculdade de medicina
168	Semestre de primavera de 2027
170	PARA OS MESTRADOS UNIVERSITÁRIOS
172	 COMPLEMENTOS DE
173	ESTUDOS E
174	CERTIFICADOS COMPLEMENTARES
177	Semestre de outono de 2026-2027
179	Prazo geral
181	Prazos específicos
183	Faculdade de ciências
185	Faculdade de medicina
187	Faculdade de ciências da sociedade
189	Faculdade de economia e gestão
191	Faculdade de psicologia e ciências da educação
193	Faculdade de tradução e interpretação
195	Global Studies Institute
197	Instituto de formação de docentes
199	Instituto de ciências do meio ambiente
201	Prazos para procedimentos específicos
203	Faculdade de medicina
205	Faculdade de teologia
207	Semestre de primavera de 2027
209	Prazo geral
211	PARA OS DOUTORADOS
214	PARA OS CERTIFICADOS DE ESPECIALIZAÇÃO
217	Prazo geral
219	Semestre de outono de 2026-2027
221	Prazos específicos
223	Instituto universitário de formação de docentes
225	Semestre de primavera de 2027
227	Prazos para procedimentos específicos
230	Faculdade de ciências
232	PARA OS MESTRADOS UNIVERSITÁRIOS DE
233	ESTUDOS AVANÇADOS
236	Prazo geral
238	Semestre de outono de 2026-2027
240	Semestre de primavera de 2027
242	Prazo específico
245	Faculdade de medicina
247	EXIGÊNCIAS DE FRANCÊS
249	CONVOCAÇÃO PARA O
253	DATAS DO
256	TAXA DE
259	DURAÇÃO, ESTRUTURA E MODELOS DE
260	EXAMES
263	RESULTADOS
266	EM CASO DE
267	REPROVAÇÃO NO
268	EXAME DE CARÁTER ELIMINATÓRIO
271	EXAME DE CARÁTER INDICATIVO
274	DISPENSA DO
275	EXAME DE FRANCÊS
278	FORMAÇÕES QUE NÃO EXIGEM
279	REQUISITO DE FRANCÊS
282	Faculdade de ciências
284	Faculdade de medicina
286	Faculdade de letras
288	Faculdade de ciências da sociedade
290	Faculdade de economia e gestão
292	Faculdade de teologia
294	Faculdade de psicologia e ciências da educação
296	Global Studies Institute
298	Instituto universitário de formação de docentes
300	Instituto de ciências do meio ambiente
302	DEFINIÇÕES /
303	EXPLICAÇÕES
305	DEFINIÇÃO DO CARÁTER DE FORMAÇÃO GERAL
308	EXAME COMPLEMENTAR DAS ESCOLAS SUPERIORES SUÍÇAS –
312	UNIVERSIDADES E PROGRAMAS RECONHECIDOS
315	Instituição de ensino superior reconhecida pela
316	UNIGE: 50
318	Programas de instituições de ensino superior
319	reconhecidos pela UNIGE:
321	TÍTULOS NÃO RECONHECIDOS
324	Diplomas de ensino secundário
326	Diplomas/exames/formações pós-secundários (ou
