773	Dogwood Diploma incluindo 6 disciplinas de
774	, nos níveis 10, 11 e 12
775	Cabo Verde
776	Chile
777	China
778	Chipre (República
779	de)
781	pela UNIGE em Chipre. Atestado de admissão, no curso pretendido,
782	 pela UNIGE na República de Chipre
784	Chipre (Norte)
786	universidade
787	e um programa reconhecidos pela UNIGE
788	 em um país que tenha assinado
789	ou ratificado a
790	. Se os dois anos de estudos
791	não tiverem sido realizados no curso pretendido na UNIGE, um atestado
792	de admissão no curso pretendido de uma universidade reconhecida pela
793	UNIGE em Chipre Norte é exigido
794	Colômbia
795	universidade e um
796	programa reconhecidos
797	Congo
798	(República
799	Democrática do)
802	do – Brazzaville)
805	Coreia do Norte
806	Coreia do Sul
809	pela UNIGE na Coreia do Sul
811	Costa do Marfim
814	Croácia
816	 pela UNIGE na Croácia
820	Dinamarca
822	 pela UNIGE na Dinamarca
823	Djibuti
826	Egito
830	Emirados Árabes Unidos
833	Equador
837	Eritreia
838	Espanha
840	OBS.: Para a Faculdade de Tradução e Interpretação,
841	ver parte 4.2
842	UNIGE na Espanha é exigido.
843	Estônia
845	pela UNIGE na Estônia
846	Essuatíni
847	Estados Unidos da
848	América
849	High School Diploma com 6 Advanced Placement (AP)
850	Não são reconhecidos, em especial: Art and Design pro-
854	Nota
855	mínima
856	para
857	cada AP Exam: 3
858	Etiópia
859	Finlândia
863	 com pelo
864	menos 20 pontos de crédito em matemática, 14 pontos
865	de crédito para cada uma em línguas e pelo menos 10
866	pontos de crédito em cada outra matéria
867	pela UNIGE na Finlândia
868	França
870	especialidade de matemática na première e
871	especialidade de matemática ou disciplina optativa de matemática
872	complementar na terminale
873	especialidade de ciências da vida e da Terra ou
874	física-química na première e na terminale
876	Quando a média exigida não é atingida, ela pode
877	ser compensada por dois anos de estudos (obtenção
878	de L2 – 120 créditos ECTS em uma
879	ratificado a Convenção de Lisboa)
881	Gabão
884	Gâmbia
888	B3 para cada disciplina
889	Geórgia
891	pela UNIGE na Geórgia
892	Gana
895	3 para cada disciplina
896	Grécia
898	pela UNIGE na Grécia
900	Guiné
902	Haiti
911	3 para cada disciplina
912	(ou C para uma língua
913	escolhida na categoria
914	C)
915	pela UNIGE em Hong Kong
916	Hungria
918	pela UNIGE na Hungria
919	Índia
920	Indonésia
921	Iraque
923	Irã
924	A partir de 2019:
927	Antes de 2019:
931	12/20 (média geral)
932	Irlanda
933	Leaving Certificate (Ardteistiméireacht) incluindo pelo
934	menos 6 disciplinas de
935	 dos quais 3 Higher
936	Level (sendo um Higher Level em matemática, biologia,
937	química ou física)
938	H5/O5 para cada disciplina
939	 em um país que tenha
940	assinado ou ratificado a
941	. Se os dois anos
942	de estudos não tiverem sido realizados no curso pretendido na UNIGE, um
943	atestado de admissão no curso pretendido de uma universidade reconhecida
944	pela UNIGE na Irlanda é exigido.
945	Islândia
947	 pela UNIGE na Islândia
948	Israel
949	Teudat Bagrut (publicado pelo Ministério da Educação)
950	 pela UNIGE em Israel
951	Itália
957	Jamaica
958	Japão
961	pela UNIGE no Japão
962	Jordânia
963	Cazaquistão
965	pela UNIGE no Cazaquistão é exigido.
966	Quênia
969	Quirguistão
972	UNIGE no Quirguistão é exigido.
978	pela UNIGE no Kosovo
979	Kuwait
981	Lesoto
982	Letônia
984	pela UNIGE na Letônia
985	Líbano
987	Libéria
988	Líbia
989	Liechtenstein
991	Lituânia
993	pela UNIGE na Lituânia é exigido.
994	Luxemburgo
996	Macau
997	Macedônia do Norte
1000	 pela UNIGE na Macedônia do Norte
1006	Malásia
1007	Malaui
1010	Malta
1012	pela UNIGE em Malta é exigido.
1013	Marrocos
1020	Mauritânia
1021	México
