1834	Cópia autenticada do diploma mais elevado*;
1835	Cópia de todos os outros diplomas*;
1836	Cópia dos históricos escolares*;
1837	Dossiê e lista de publicações;
1838	Apresentação detalhada do projeto de pesquisa;
1839	Acordo formal de um(a) professor(a) da faculdade que
1840	aceite orientar a tese de doutorado;
1841	Programa de doutorado personalizado definido em acordo com o
1842	orientador de tese.
1843	* com tradução para diplomas não redigidos em francês,
1844	alemão, italiano ou inglês
1845	Em caso de aceitação, e a partir do recebimento da carta de admissão
1846	como doutorando(a) na FTI, seguir o
1847	(ver parte 5) e anexar, adicionalmente, a carta de admissão ao doutorado.
1852	Apresentar ao Instituto um projeto de tese que tenha o apoio de dois
1853	professores da UNIGE, que lecionam disciplinas
1854	acadêmicas diferentes. Pelo menos um(a) desses professores deve estar
1855	afiliado(a) ao GSI;
1856	adicionalmente, a carta de aceitação do(a) professor(a).
1857	6.11 Instituto universitário de formação de docentes
1858	Para a matrícula no Mestrado universitário em ensino
1859	secundário (MASE1), no Mestrado universitário bidisciplinar em ensino
1860	secundário (MASE2) ou no Certificado de especialização em didática de uma
1861	disciplina de ensino adicional (CSDS), uma inscrição deve
1862	também ser feita junto ao instituto
1863	 dentro dos prazos estabelecidos (ver
1864	parte 7.2.1.3.5).
1867	Prazos de inscrição
1868	Nos termos do artigo 55, al. 1, letra a) do Estatuto da UNIGE, é
1869	admitido(a) à matrícula o(a) candidato(a) que envia ou apresenta seu
1870	dossiê dentro dos prazos estabelecidos abaixo.
1872	Para os bacharelados universitários
1874	Semestre de outono 2026-2027
1875	A campanha de matrícula começa em 15 de janeiro de 2026. As candidatas
1876	e os candidatos devem efetuar seu pedido de matrícula e seguir o
1877	procedimento específico, se exigido, dentro dos prazos estabelecidos listados a
1878	seguir.
1879	Prazo geral
1880	O prazo para apresentar um pedido de matrícula é fixado em:
1881	30 de novembro de 2025
1882	, que antecede o início do ano letivo, para as
1883	candidatas e candidatos não titulares de um certificado de maturidade
1884	cantonal ou federal, segundo as condições descritas no
1885	ponto 1.1.4
1886	28 de fevereiro de 2026
1887	 para as candidatas e os candidatos que:
1888	de acordo com o país de emissão de seu título de ensino
1889	secundário superior estão sujeitos ao Exame
1890	complementar das universidades suíças (ECUS); ou
1891	de acordo com a nacionalidade, estão sujeitos a um visto para entrada
1892	na Suíça por mais de 90 dias segundo as
1893	prescrições da
1894	Confederação
1896	 e independentemente do domicílio
1897	atual (exceto autorização de residência na Suíça válida além de
1898	30 de abril).
1899	30 de abril de 2026
1901	secundário superior não estão sujeitos ao Exame
1902	complementar das universidades suíças (ECUS); e
1903	de acordo com a nacionalidade não estão sujeitos a um visto
